id,OpenStatus
11768878,0.463199327903094
11768880,0.48677255491235694
11803678,0.5399252705013146
11803496,0.4549863158702939
11803700,0.46666591395222634
11927241,0.4266212986755265
11927226,0.6228274146976066
11927247,0.4627739498204169
11927248,0.4576289581230911
11927254,0.48674273454585276
11927261,0.9773008514787019
11927266,0.4675999074956448
11809029,0.4423882543187132
11809034,0.5539927856237118
11809035,0.49480937316289636
11809044,0.4682223550776961
11809047,0.5510329510018338
11809048,0.4953185785502816
11809049,0.4847401225802557
11809051,0.46077984764381413
11809056,0.5801886624060647
11809052,0.45195683883553683
11809053,0.4362009144608869
11898534,0.47704625989512317
11898542,0.5162427196944305
11898548,0.5061272706395188
11898550,0.5325214899883146
11898552,0.5270998947137736
11898553,0.6195979416262323
11863414,0.4179338524039213
11863330,0.45212153617760464
11863389,0.5113379090607798
11863421,0.4261510084931561
11863423,0.5411387091890376
11863424,0.5889200678579787
11863427,0.42070358296348337
11863431,0.5909887429347178
11863433,0.5667655342941548
11863434,0.5328824649778959
11939654,0.49066956162979114
11939656,0.6135483668090393
11939748,0.42830896472562646
11939751,0.47340598213800017
11939693,0.545611177816453
11939736,0.7360861249573266
11939761,0.6414915392531998
11939699,0.5588528605989996
11939765,0.7544499108141205
11939767,0.45315621119441296
11939768,0.5193732684516503
11809062,0.4335664674452887
11809073,0.5088490724144434
11809074,0.4702424713742136
11809075,0.4606365324995607
11809063,0.42579837844971136
11809077,0.4761553456117897
11809082,0.5226372124921472
11809092,0.457394071678975
11874674,0.5563270960133118
11873618,0.4446444514229321
11874662,0.5319988309122586
11874681,0.5695158016124195
11874684,0.4582259944323869
11874689,0.5676471026978613
11803716,0.5034863234917709
11803717,0.4467733124093144
11803718,0.4886554821536754
11803719,0.5753503514068848
11791546,0.49926895128280907
11803706,0.5134182236262195
11803721,0.5761788057096656
11803722,0.48981812440557343
11803723,0.4556193366447731
11803012,0.4049186337185178
11863435,0.5215948072697136
11863448,0.4950387793293936
11863450,0.4821222987023958
11863454,0.5270823133309039
11863457,0.46097978711359866
11863459,0.49878619882864644
11863460,0.5454495277526143
11809098,0.4367073182074683
11809099,0.4974966073280646
11809105,0.4814182169690354
11809106,0.47339508782846534
11809111,0.4495432871520906
11809093,0.675287214467044
11809116,0.4824711264404927
11808971,0.6360372855317635
11898559,0.48516036280909663
11898473,0.48409492949741184
11898459,0.4474281082608824
11898566,0.4326590590595837
11898574,0.43697609089176953
11898576,0.47955502015637136
11898578,0.6385795503577671
11898579,0.5215487151029944
11803726,0.5141013583373562
11803727,0.5562084404492913
11803732,0.45861028694168776
11803738,0.49796558357373116
11803744,0.46805370167513694
11803745,0.4600557091389304
11809124,0.46859777091910726
11809130,0.47141076902697515
11809133,0.44148048154669345
11809135,0.4457333582148761
11809126,0.46549440502632433
11809129,0.5760139595081473
11808978,0.5566112516433785
11809142,0.49750003903462
11863416,0.48118950015189077
11863469,0.5162427196944305
11863476,0.4683002191596767
11863477,0.45638109191875464
11863483,0.6333827655778068
11863485,0.5141706654166228
11863488,0.4991479617353062
11809151,0.595437824420244
11809153,0.50393834821045
11809157,0.5145774457835562
11809158,0.42679388614081964
11809149,0.5344140753711678
11809162,0.5296241566106786
11809163,0.507809884647955
11809166,0.4814182169690354
11809170,0.624228361858738
11809176,0.40716822237825506
11809177,0.4997828561233716
11803749,0.42385298832885354
11803751,0.5204069982008066
11803752,0.43932451830554126
